它	it
碾壓	v. To mash [someone]. To defeat someone with an obvious advantage in intelligence, wealth, etc.
遇	(bound form) to encounter; to happen upon; to meet unplanned; (bound form) to treat; to receive
中华民族	the Chinese nation; the Chinese people (collective reference to all the ethnic groups in China)
漂浮	to float; to hover; to drift (also fig., to lead a wandering life); to rove; showy; superficial
发病	(of an illness) to occur; (of a person) to get sick; to fall ill; onset (of a medical condition)
社會	adj. Worldly, sophisticated, street-smart. This Internet slang term is often used sarcastically.
撩騷	v. titillate+sex appeal. This Internet slang term refers to flirting with or hitting on someone.
剪	scissors; shears; clippers; CL:把[ba3]; to cut with scissors; to trim; to wipe out or exterminate
师傅	master; qualified worker; respectful form of address for older men; CL:個|个[ge4],位[wei4],名[ming2]
受到	to receive (praise, an education, punishment etc); to be ...ed (praised, educated, punished etc)
配	to join; to fit; to mate; to mix; to match; to deserve; to make up (a prescription); to allocate
外卖	(of a restaurant) to provide a takeout or home delivery meal; takeout (business); takeout (meal)
散	to scatter; to break up (a meeting etc); to disperse; to disseminate; to dispel; (coll.) to sack
和解	to settle (a dispute out of court); to reconcile; settlement; conciliation; to become reconciled
踏实	firmly-based; steady; steadfast; to have peace of mind; free from anxiety; Taiwan pr. [ta4 shi2]
腐女	fujoshi (woman who likes manga about male homosexual love) (derived from Japanese 腐女子 "fujoshi")
主张	to advocate; to stand for; view; position; stand; proposition; viewpoint; assertion; CL:個|个[ge4]
游行	to march; to parade; to demonstrate; procession; march; demonstration; to travel around; to roam
只顾	solely preoccupied (with one thing); engrossed; focusing (on sth); to look after only one aspect
启示	to reveal; to enlighten; enlightenment; revelation; illumination; moral (of a story etc); lesson
一帆风顺	propitious wind throughout the journey (idiom); plain sailing; to go smoothly; have a nice trip!
保养	to take good care of (or conserve) one's health; to keep in good repair; to maintain; maintenance
除	to get rid of; to remove; to exclude; to eliminate; to wipe out; to divide; except; not including
分组	to divide into groups; group (formed from a larger group); subgroup; (computer networking) packet
定位	to orientate; to position; to categorize (as); to characterize (as); positioning; position; niche
麻麻	n. Sackcloth. Mom. This Internet slang term means “mom”. It mimics the Taiwanese Mandarin accent.
故障	malfunction; breakdown; defect; shortcoming; fault; failure; impediment; error; bug (in software)
十分	very; completely; utterly; extremely; absolutely; hundred percent; to divide into ten equal parts
墙	wall (CL:面[mian4],堵[du3]); (slang) to block (a website) (usu. in the passive: 被牆|被墙[bei4 qiang2])
惹	to provoke; to irritate; to vex; to stir up; to anger; to attract (troubles); to cause (problems)
启事	announcement (written, on billboard, letter, newspaper or website); to post information; a notice
相机	camera (abbr. for 照相機|照相机[zhao4 xiang4 ji1]); at the opportune moment; as the circumstances allow
懶癌	n. Laziness cancer. This Internet term is used to describe one’s procrastination or slothfulness.
铁	iron (metal); arms; weapons; hard; strong; violent; unshakeable; determined; close; tight (slang)
微信	Weixin or WeChat (mobile text and voice messaging service developed by Tencent 騰訊|腾讯[Teng2 xun4])
一路	the whole journey; all the way; going the same way; going in the same direction; of the same kind
争论	to argue; to debate; to contend; argument; contention; controversy; debate; CL:次[ci4],場|场[chang3]
准	accurate; standard; definitely; certainly; about to become (bride, son-in-law etc); quasi-; para-
糟蹋	to waste; to defile; to abuse; to insult; to defile; to trample on; to wreck; also pr. [zao1 ta5]
爱不释手	(idiom) to like sth so much that one is reluctant to put it down; to find sth utterly irresistible
哪儿	where?; wherever; anywhere; somewhere; (used in rhetorical questions) how can ...?; how could ...?
保管	to hold in safekeeping; to have in one's care; to guarantee; certainly; surely; custodian; curator
调查	investigation; inquiry; to investigate; to survey; survey; (opinion) poll; CL:項|项[xiang4],個|个[ge4]
出路	a way out (lit. and fig.); opportunity for advancement; a way forward; outlet (for one's products)
建议	to propose; to suggest; to recommend; proposal; suggestion; recommendation; CL:個|个[ge4],點|点[dian3]
整段垮掉	[One of Xue Zhiqian’s pet phrases] The whole segment collapses. This expression means “Epic fail!”
没什么	it doesn't matter; it's nothing; never mind; think nothing of it; it's my pleasure; you're welcome
举	to lift; to hold up; to cite; to enumerate; to act; to raise; to choose; to elect; act; move; deed
封闭	to close; to seal off; to close down (an illegal venue); closed (i.e. isolated from outside input)
隔	to separate; to partition; to stand or lie between; at a distance from; after or at an interval of
初代	adj. [Of someone or something] the first generation. This Internet slang term comes from Japanese.
狠	ruthless; fierce; ferocious; determined; resolute; to harden (one's heart); old variant of 很[hen3]
下课	to finish class; to get out of class; (fig.) (esp. of a sports coach) to be dismissed; to be fired
胖友	n. Fat+friend. Friend. This Internet slang term is a phonetic deviation of 朋友 [péng yǒu] “friend.”
左	left; the Left (politics); east; unorthodox; queer; wrong; differing; opposite; variant of 佐[zuo3]
预防	to prevent; to take precautions against; to protect; to guard against; precautionary; prophylactic
画蛇添足	lit. draw legs on a snake (idiom); fig. to ruin the effect by adding sth superfluous; to overdo it
齐心协力	to work with a common purpose (idiom); to make concerted efforts; to pull together; to work as one
深沉	deep; profound; (of a person) reserved; undemonstrative; (of a voice, sound etc) deep; low-pitched
挨	to suffer; to endure; to pull through (hard times); to delay; to stall; to play for time; to dawdle
聊騷	v. Chat+sex appeal. (rizz?) This Internet slang term refers to flirting with or hitting on someone.
作天作地	v. Overreact+sky+overreact+ground. To make a scene. To behave impudently and piss other people off.
部位	part (esp. of the body, but also of a vegetable, e.g. the root, or a garment, e.g. the sleeve, etc)
题	topic; problem for discussion; exam question; subject; to inscribe; to mention; CL:個|个[ge4],道[dao4]
成就	accomplishment; success; achievement; CL:個|个[ge4]; to achieve (a result); to create; to bring about
淡	insipid; diluted; weak; mild; light in color; tasteless; indifferent; (variant of 氮[dan4]) nitrogen
打击	to hit; to strike; to attack; to crack down on sth; blow; (psychological) shock; percussion (music)
教训	to provide guidance; to lecture sb; to upbraid; a talking-to; a bitter lesson; CL:番[fan1],頓|顿[dun4]
穷	poor; destitute; to use up; to exhaust; thoroughly; extremely; (coll.) persistently and pointlessly
键	key (on a piano or computer keyboard); button (on a mouse or other device); chemical bond; linchpin
金拱門	n. The golden arched door. This Internet slang term is the new official Chinese name of McDonald’s.
旁	one side; other; different; lateral component of a Chinese character (such as 刂[dao1], 亻[ren2] etc)
拼	to piece together; to join together; to stake all; adventurous; at the risk of one's life; to spell
追劇	v. Chase+drama. To binge-watch TV dramas or to keep up with the latest episodes of a new TV series.
弱	weak; feeble; young; inferior; not as good as; (following a decimal or fraction) slightly less than
室	room; work unit; grave; scabbard; family or clan; one of the 28 constellations of Chinese astronomy
飯	n. Fan.. The pinyin pronunciation of the Chinese character “rice” looks like the English word “fan”
脱离	to separate oneself from; to break away from; diastasis (medicine); abscission; abjunction (botany)
趴	to lie on one's stomach; to lean forward, resting one's upper body (on a desktop etc); (Tw) percent
新人	newcomer; fresh talent; newlywed, esp. new bride; bride and groom; (paleoanthropology) Homo sapiens
间隔	gap; interval; compartment; to divide; to separate; to leave a gap of (two weeks, three meters etc)
愿	(bound form) wish; hope; desire; to be willing; to wish (that sth may happen); may ...; vow; pledge
再生	to be reborn; to regenerate; to be a second so-and-so (famous dead person); recycling; regeneration
公寓	apartment building; block of flats (may be a public housing block or a condominium etc) (CL:套[tao4])
死宅	die-hard otaku (sb who hardly ever emerges from their home, where they play games, watch movies etc)
幹得漂亮	<Expression> Well done! This expression is sometimes used to praise well-executed pranks or repartee
好人	good person; healthy person; person who tries not to offend anyone, even at the expense of principle
使	to make; to cause; to enable; to use; to employ; to send; to instruct sb to do sth; envoy; messenger
小仙女	girl fairy; beautiful girl or young woman; (neologism) (slang) irrational and egocentric young woman
清明节	Qingming or Pure Brightness Festival or Tomb Sweeping Day, celebration for the dead (in early April)
